_id,Series Name,Series Code,Country Name,Country Code,YR1990,YR1991,YR1992,YR1993,YR1994,YR1995,YR1996,YR1997,YR1998,YR1999,YR2000,YR2001,YR2002,YR2003,YR2004,YR2005,YR2006,YR2007,YR2008,YR2009,YR2010,YR2011,YR2012,YR2013,YR2014
327,Access to electricity (% of rural population with access),1.2_ACCESS.ELECTRICITY.RURAL,Israel,ISR,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
328,Access to electricity (% of rural population with access),1.2_ACCESS.ELECTRICITY.RURAL,Italy,ITA,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
329,Access to electricity (% of rural population with access),1.2_ACCESS.ELECTRICITY.RURAL,Jamaica,JAM,53.200008,62.17229462,63.87831116,65.58112335,67.27752686,68.96431732,75.913615,72.2962265,73.93494415,79.394713,77.15423584,81.818182,81.566686,81.92108154,83.51774597,85.12837219,86.75902557,88.41415405,83.87304663,91.78779602,93.49884796,95.22108459,96.95078278,98.49555206,100
330,Access to electricity (% of rural population with access),1.2_ACCESS.ELECTRICITY.RURAL,Japan,JPN,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
331,Access to electricity (% of rural population with access),1.2_ACCESS.ELECTRICITY.RURAL,Jordan,JOR,90,91.5865097,92.05541992,92.52111816,92.98040771,93.43008423,93.86694336,94.4,94.68938446,95.07010651,95.43445587,95.78850555,98.7,96.48996735,96.84951782,97.22303772,97.61658478,97.8,98.48894501,98.66859777,99.36641693,99.70407104,99.4,99.98072815,100
332,Access to electricity (% of rural population with access),1.2_ACCESS.ELECTRICITY.RURAL,Kazakhstan,KAZ,96.01379395,96.23143005,96.4485321,96.66242981,96.86991882,99.9,97.25284576,97.421875,97.57167816,93.9,97.81313324,97.91538239,98.01477051,98.11916351,98.23143005,98.35736084,98.50171661,98.66706848,98.85318756,100,99.27697754,99.50389099,99.71658325,99.88278961,100
333,Access to electricity (% of rural population with access),1.2_ACCESS.ELECTRICITY.RURAL,Kenya,KEN,0.984161794,1.42182672,1.85895741,3.4,2.720399618,3.138301611,3.543384552,3.93244338,4.3,4.651215076,4.983789921,5.306064606,5.624105453,4.6,6.271752834,6.613492966,6.975265503,7.361505985,7.770116806,8.1,6.7,9.092891693,9.553701401,10.01824093,12.6
334,Access to electricity (% of rural population with access),1.2_ACCESS.ELECTRICITY.RURAL,Kiribati,KIR,94.50556183,91.53488159,88.56365967,85.5892334,82.60839844,79.61795044,76.61467743,73.59539032,70.55686951,67.49745941,64.42167664,61.33560562,58.24529266,55.15681458,52.07624054,55.33470414,45.96305084,42.94093704,39.94119644,19.7,44.22788606,31.03891945,28.09137726,25.14756584,22.20437431
335,Access to electricity (% of rural population with access),1.2_ACCESS.ELECTRICITY.RURAL,"Korea, Dem. Rep.",PRK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
336,Access to electricity (% of rural population with access),1.2_ACCESS.ELECTRICITY.RURAL,"Korea, Rep.",KOR,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
337,Access to electricity (% of rural population with access),1.2_ACCESS.ELECTRICITY.RURAL,Kosovo,KSV,99.83563232,99.89359283,99.94352722,99.97773743,99.99438477,99.99932861,100,100,100,99.99932861,99.9943924,99.97821045,99.94632721,99.90372467,99.86301422,99.83731079,99.83538818,99.83538818,99.85883331,99.9003067,99.94503784,99.97822571,99.99458313,99.99937439,100
338,Access to electricity (% of rural population with access),1.2_ACCESS.ELECTRICITY.RURAL,Kuwait,KWT,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
339,Access to electricity (% of rural population with access),1.2_ACCESS.ELECTRICITY.RURAL,Kyrgyz Republic,KGZ,98.2378006,98.34480286,98.45127106,98.55454254,98.65139771,98.73863983,98.81306458,99.6,98.91062927,98.9289093,98.93082428,98.92243958,98,98.89904022,98.89614868,98.90722656,98.93834686,98.993927,99.07187653,99.16847229,99.27997589,99.40267181,99.8,99.66670227,99.7
340,Access to electricity (% of rural population with access),1.2_ACCESS.ELECTRICITY.RURAL,Lao PDR,LAO,0.88451606,3.726868868,6.568687916,10,12.23950577,15.0620966,17.87186623,20.66561317,23.44013214,26.19376183,28.93102455,31.65798759,34.38071442,33,39.83773804,43.79179609,45.3506279,48.14155579,53,53.78679657,56.63365173,59.4916954,62.35719299,65.22641754,68.0962677
341,Access to electricity (% of rural population with access),1.2_ACCESS.ELECTRICITY.RURAL,Latvia,LVA,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
342,Access to electricity (% of rural population with access),1.2_ACCESS.ELECTRICITY.RURAL,Lebanon,LBN,89.75533295,90.33584595,90.91582489,91.49259949,92.06296539,92.62371826,93.17164612,93.70355225,94.2162323,94.70802307,95.18344879,95.6485672,96.10945892,96.5721817,97.0428009,97.52738953,98.04929352,98.57334137,99.2,99.52719879,99.81994629,99.95638275,99.99504089,100,100
343,Access to electricity (% of rural population with access),1.2_ACCESS.ELECTRICITY.RURAL,Lesotho,LSO,0,0,0,0,0,0,0,0,0,0,0,0.025250804,0.132251188,0.469795167,0.8,1.977767348,2.989516258,4.025732517,5.084319115,6,7.253692627,8.357022285,9.46780777,10.58232307,11.8
344,Access to electricity (% of rural population with access),1.2_ACCESS.ELECTRICITY.RURAL,Liberia,LBR,0,0,0,0,0,0,0,0,0,0.010012678,0.010971519,0.017464528,0.038221311,0.080043964,0.14299646,0.22473672,0.32574439,0.8,0.576563239,0.5,0.919231594,1,1.306641817,1.2,1.709587812
345,Access to electricity (% of rural population with access),1.2_ACCESS.ELECTRICITY.RURAL,Libya,LBY,100,100,100,100,100,99.99568939,99.96199799,99.84227753,99.58184052,99.18144989,99.1,98.17428589,97.64533234,97.11502838,96.59262848,96.084198,95.59579468,95.13185883,94.69029236,94.26737213,93.85936737,93.4625473,93.07318115,92.68754578,92.30252838
346,Access to electricity (% of rural population with access),1.2_ACCESS.ELECTRICITY.RURAL,Liechtenstein,LIE,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
347,Access to electricity (% of rural population with access),1.2_ACCESS.ELECTRICITY.RURAL,Lithuania,LTU,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
348,Access to electricity (% of rural population with access),1.2_ACCESS.ELECTRICITY.RURAL,Luxembourg,LUX,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
349,Access to electricity (% of rural population with access),1.2_ACCESS.ELECTRICITY.RURAL,"Macao SAR, China",MAC,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
350,Access to electricity (% of rural population with access),1.2_ACCESS.ELECTRICITY.RURAL,"Macedonia, FYR",MKD,88.97015381,89.59740448,90.22411346,90.84762573,91.46472168,92.07220459,92.66687012,93.24551392,93.80492401,94.34345245,94.86560822,95.37746429,95.88509369,96.39454651,96.91190338,97.44322968,98,98.58030701,99.12687683,99.57272339,99.84942627,99.96688843,99.99664307,100,100
351,Access to electricity (% of rural population with access),1.2_ACCESS.ELECTRICITY.RURAL,Madagascar,MDG,1.354254007,1.784107566,1.9,2.639541626,3.059246778,3.469337463,3.866609097,2.1,4.609875202,4.951005936,5.275769234,5.9,5.900462151,6.212524891,10.8,6.866415977,7.220377445,7.598806381,7.999606133,8.2,8.853404999,9.4,9.751945496,8.1,10.6660223
352,Access to electricity (% of rural population with access),1.2_ACCESS.ELECTRICITY.RURAL,Malawi,MWI,0.281484485,0.47195977,1.1,0.848637342,1.028964162,1.199676514,1.357569814,1.499439001,1.622079492,1.723831654,1,1.884301901,1.955153227,2.271704,2.2,2.202971935,2.317555189,2.456605911,2.61802721,2.798091412,3.5,2.9,2.3,3.4,4.7
353,Access to electricity (% of rural population with access),1.2_ACCESS.ELECTRICITY.RURAL,Malaysia,MYS,88.75338745,89.27882385,89.8037262,90.32541656,90.84070587,91.34637451,91.83922577,92.3160553,92.77365875,93.2103653,93.63071442,94.04075623,94.44656372,94.8542099,95.2697525,95.69926453,96.14880371,96.62281036,97.11919403,98,98.17254639,98.70526886,99.3,99.64431763,100
354,Access to electricity (% of rural population with access),1.2_ACCESS.ELECTRICITY.RURAL,Maldives,MDV,96.53271484,96.72851563,96.92378235,97.11584473,97.30149841,97.47753906,97.6407547,97.78794861,97.91591644,98.01106262,98.10601044,98.19094849,98.27166748,98.35422516,98.44465637,98.54875183,98.67127228,98.81479645,98.9790802,99.8,99.35913849,99.5639801,99.75492096,99.90097046,100
355,Access to electricity (% of rural population with access),1.2_ACCESS.ELECTRICITY.RURAL,Mali,MLI,0,0,0,0,0,0.019385435,0.4,0.29921177,0.610667825,1.2745713,1.922107816,2.2,3.192346811,3.827182531,4.469917774,5.126619816,3.2,6.504556179,7.22812891,7.970344543,8.727474213,9.495788574,11.9,11.05106163,11.83118343
356,Access to electricity (% of rural population with access),1.2_ACCESS.ELECTRICITY.RURAL,Malta,MLT,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
357,Access to electricity (% of rural population with access),1.2_ACCESS.ELECTRICITY.RURAL,Marshall Islands,MHL,0,0.059728473,0.419061959,1.591527104,3.192622423,7.094229221,10.98301697,14.85577965,18.70931435,28.46681922,26.35824013,30.16422081,33.96596527,37.76954269,41.58102417,45.40646744,49.2519455,32.1,57.01420593,60.92516327,64.85103607,83.73090215,72.73261261,76.6808548,80.62971497
358,Access to electricity (% of rural population with access),1.2_ACCESS.ELECTRICITY.RURAL,Martinique,MTQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
359,Access to electricity (% of rural population with access),1.2_ACCESS.ELECTRICITY.RURAL,Mauritania,MRT,1.580132604,1.684244156,1.787821412,1.888193965,1.982156992,2.066505671,2.138035059,2.193540335,2.229817152,2.245205402,2.244226694,2.5,2.217435598,2.203756094,2.197976351,1.6,2.234382391,2.287069082,2.362126589,2.455826998,2.564441442,2.684241295,2.811498165,2.942483425,2.3
360,Access to electricity (% of rural population with access),1.2_ACCESS.ELECTRICITY.RURAL,Mauritius,MUS,100,100,100,100,100,100,100,100,99.99301147,99.92488098,99.63663483,98.920578,98.9,96.19966888,94.53189087,92.87808228,91.24430084,89.63499451,88.04804993,86.47975922,84.92637634,83.38417816,81.8494339,80.31842804,78.78803253
361,Access to electricity (% of rural population with access),1.2_ACCESS.ELECTRICITY.RURAL,Mayotte,MYT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
362,Access to electricity (% of rural population with access),1.2_ACCESS.ELECTRICITY.RURAL,Mexico,MEX,79.86843872,80.82771301,76.047298,82.74199677,82.358863,84.63063812,86.345106,86.46800232,86.369039,88.22999573,93.055972,89.92807007,92.459229,91.60921478,95.868543,96.564457,97.044254,95.1131897,95.935502,96.99227905,97.518062,98.82281494,97.194036,99.8489151,97.52599
363,Access to electricity (% of rural population with access),1.2_ACCESS.ELECTRICITY.RURAL,"Micronesia, Fed. Sts.",FSM,0,0,0,0,0,0.048278295,0.34916386,1.421592832,2.459810972,7.01761961,10,16.09020233,20.6171093,25.14585114,29.6824913,34.23309708,38.80373764,43.39884567,48.01632309,52.65244293,58.59483691,61.96569824,66.63537598,71.30877686,75.98281097
364,Access to electricity (% of rural population with access),1.2_ACCESS.ELECTRICITY.RURAL,Moldova,MDA,89.71759033,90.33116913,90.94421387,91.55405426,92.15748596,92.751297,93.33229828,93.8972702,94.44300842,94.96786499,95.47635651,95.97454071,96.46849823,96.96427917,97.4679718,98,98.53631592,99.06234741,99.51260376,99.81384277,99.95477295,99.99484253,100,100,100
365,Access to electricity (% of rural population with access),1.2_ACCESS.ELECTRICITY.RURAL,Monaco,MCO,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
366,Access to electricity (% of rural population with access),1.2_ACCESS.ELECTRICITY.RURAL,Mongolia,MNG,100,99.16888428,97.87461853,96.15882874,94.03858948,91.90873718,89.7660675,87.60736847,85.42944336,83.2306366,81.01545715,78.78997803,76.56026459,77.5,72.11240387,67.1,67.72040558,65.5588913,63.41975021,61.29925156,59.19366455,57.09926224,55.01232147,52,50.84651184
367,Access to electricity (% of rural population with access),1.2_ACCESS.ELECTRICITY.RURAL,Montenegro,MNE,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
368,Access to electricity (% of rural population with access),1.2_ACCESS.ELECTRICITY.RURAL,Montserrat,MSR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
369,Access to electricity (% of rural population with access),1.2_ACCESS.ELECTRICITY.RURAL,Morocco,MAR,8.93138504,12.08290386,15.6,18.38166809,21.52303696,24.2,27.77372932,30.87664223,33.96032715,37.02312088,40.06954956,43.10567856,46.13757324,49.1713028,51.3,55.26852036,58.34414673,61.44424438,64.5667038,67.70781708,70.8638382,74.03104401,77.20570374,80.38410187,84.6
370,Access to electricity (% of rural population with access),1.2_ACCESS.ELECTRICITY.RURAL,Mozambique,MOZ,0,0,0,0.013019572,0.036196496,0.116606057,0.285876721,2.1,0.831638455,1.11532867,1.382651925,0.4,1.892464399,1.1,2.409608841,2.686097383,2.98261857,3.303607225,3.646966696,3.8,4.385885239,5.4,5.16954565,5.568832874,5.968741894
371,Access to electricity (% of rural population with access),1.2_ACCESS.ELECTRICITY.RURAL,Myanmar,MMR,0,0,0,0.035809722,0.23021026,0.893851161,1.6618222,4.192523956,6.703996658,9.194581032,11.6687994,14.13271618,16.5923996,19.05391693,21.5233326,24.00671577,26.51013184,29.03801537,31.58826828,34.15716553,34.3,39.33597183,41.93842697,44.54460526,49
372,Access to electricity (% of rural population with access),1.2_ACCESS.ELECTRICITY.RURAL,Namibia,NAM,3.667903185,4.444221973,4.2,5.992586613,6.758757114,7.515313148,8.259050369,8.986763,9.695246696,10.38284302,13.2,11.71500015,12.37169456,13.03022289,13.69665051,14.37704468,15.07747173,14.6,16.54963112,17.31553841,18.09636116,18.8883667,19.68783188,20.5,21.29483986
373,Access to electricity (% of rural population with access),1.2_ACCESS.ELECTRICITY.RURAL,Nepal,NPL,0,0,0,0.058583591,0.416331857,1.608512282,12.1,7.359138966,11.57969856,15.77937126,19.96267509,17.4,28.30445099,32.47505569,27.3,40.84602737,43.2,49.29550171,53.5548439,57.83282852,62.12572479,72.9,70.74134827,75.05661774,81.7
374,Access to electricity (% of rural population with access),1.2_ACCESS.ELECTRICITY.RURAL,Netherlands,NLD,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
375,Access to electricity (% of rural population with access),1.2_ACCESS.ELECTRICITY.RURAL,Netherlands Antilles,ANT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
376,Access to electricity (% of rural population with access),1.2_ACCESS.ELECTRICITY.RURAL,New Caledonia,NCL,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
377,Access to electricity (% of rural population with access),1.2_ACCESS.ELECTRICITY.RURAL,New Zealand,NZL,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
378,Access to electricity (% of rural population with access),1.2_ACCESS.ELECTRICITY.RURAL,Nicaragua,NIC,36.07658005,36.82794952,37.57878113,42.469212,39.06763077,39.7992363,40.51802063,41.22078323,40.683522,42.56695938,43.21323776,41.209827,44.48095703,45.11453629,45.75601196,43.590788,47.08692932,47.78687286,48.50918579,47.234364,50.00601578,50.77307129,51.54758453,52.32582474,57.14328
379,Access to electricity (% of rural population with access),1.2_ACCESS.ELECTRICITY.RURAL,Niger,NER,0,0,0.2,0.03253356,0.102991179,0.253687918,0.478026927,0.748671532,0.2,1.248157859,1.47108984,1.683721662,1.892119765,2.10235095,2.320482016,2.552578926,1.5,3.081306696,3.380274773,3.697885752,4.030410767,4.8,5.2,5.080184937,5.435702324
380,Access to electricity (% of rural population with access),1.2_ACCESS.ELECTRICITY.RURAL,Nigeria,NGA,8.6,14.92427731,16.02744102,17.12740135,18.22095108,19.30488777,20.37600517,21.43109703,22.46696091,27.9,24.48054504,25.4688549,26.45292854,33.8,28.43264389,29.44041824,30.46822548,31.52050018,31.4,33.68843079,34.9,35.5,37.04286575,34.4,39.30463028
381,Access to electricity (% of rural population with access),1.2_ACCESS.ELECTRICITY.RURAL,Northern Mariana Islands,MNP,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
382,Access to electricity (% of rural population with access),1.2_ACCESS.ELECTRICITY.RURAL,Norway,NOR,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
383,Access to electricity (% of rural population with access),1.2_ACCESS.ELECTRICITY.RURAL,Oman,OMN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100
384,Access to electricity (% of rural population with access),1.2_ACCESS.ELECTRICITY.RURAL,Pakistan,PAK,43.26967621,44.7,47.71581268,49.93540955,52.14859772,54.35217285,56.54292679,58.717659,60.07,63.00777435,65.12602234,67.23396301,69.337677,71.44322205,73.55667114,74.27,77.83152771,84.4,82.19772339,87.1,86.63848877,87.9,91.12399292,90.5,95.62503815
385,Access to electricity (% of rural population with access),1.2_ACCESS.ELECTRICITY.RURAL,Palau,PLW,96.41710663,96.51197815,96.60631561,96.69744873,96.78217316,96.85728455,96.91957092,96.96583557,96.99287415,96.99902344,96.98880768,96.96829224,96.94353485,96.92061615,96.9056015,97.5495916,96.92353058,96.96697235,97.03279114,97.11725616,97.21662903,97.32719421,96.24689707,97.56695557,98.6
386,Access to electricity (% of rural population with access),1.2_ACCESS.ELECTRICITY.RURAL,Panama,PAN,43.49,44.27466965,45.24757004,46.2172699,47.18055725,48.13422775,49.07508469,49.99991226,50.90551376,51.79022598,52.16,53.51661682,54.37042999,55.22607422,56.08961868,56.96713257,57.86467743,58.78668594,59.73106766,60.69409561,61.65,62.6611557,63.65773773,64.65805054,65.65898132
387,Access to electricity (% of rural population with access),1.2_ACCESS.ELECTRICITY.RURAL,Papua New Guinea,PNG,0,0.210805908,0.534243166,0.971449077,1.529073596,2.077083826,2.9,3.131441832,3.631379843,4.110429764,4.573112965,5.025495529,5.473644733,5.9236269,6.381508827,6.853356838,6.5,7.861586094,8.400304794,8.957667351,9,10.11340427,10.70432281,11.29897022,11.89423847
388,Access to electricity (% of rural population with access),1.2_ACCESS.ELECTRICITY.RURAL,Paraguay,PRY,58.5249176,60.41744614,62.30944061,64.19823456,66.08061218,55.112303,69.81332397,71.688439,73.48194122,76.609359,77.07318878,82.037194,82.57199,84.989224,86.986468,88.99675,94.092832,92.742488,93.256852,94.596283,94.268077,96.253098,95.143326,97.892911,97.74687
